time_s,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8
0.000000,42,2179,2179,24,18,-20,-15,-20
0.003906,42,2179,2179,25,19,-20,-15,-20
0.007812,42,2179,2179,25,19,-20,-15,-20
0.011719,42,2179,2179,24,18,-20,-14,-20
0.015625,42,2179,2179,25,18,-20,-15,-20
0.019531,42,2179,2179,25,19,-20,-15,-20
0.023438,42,2179,2179,25,19,-20,-15,-20
0.027344,42,2179,2179,25,18,-20,-14,-20
0.031250,42,2179,2179,25,18,-20,-15,-20
0.035156,42,2179,2179,25,18,-20,-15,-20
0.039062,42,2179,2179,25,18,-20,-15,-20
0.042969,43,2179,2179,24,18,-20,-15,-20
0.046875,43,2179,2179,24,18,-20,-15,-20
0.050781,43,2179,2179,24,18,-20,-15,-20
0.054688,43,2179,2179,24,18,-20,-15,-21
0.058594,44,2179,2179,24,18,-20,-15,-21
0.062500,43,2179,2179,24,17,-20,-15,-21
0.066406,43,2179,2179,24,17,-20,-15,-21
0.070312,43,2179,2179,24,18,-20,-15,-21
0.074219,44,2179,2179,24,18,-20,-15,-21
0.078125,44,2179,2179,24,18,-20,-15,-20
0.082031,44,2179,2179,24,18,-20,-15,-20
0.085938,43,2179,2179,25,18,-20,-15,-20
0.089844,43,2179,2179,25,18,-20,-15,-20
0.093750,44,2179,2179,24,18,-20,-15,-20
0.097656,44,2179,2179,24,18,-20,-15,-20
0.101562,43,2179,2179,24,18,-20,-15,-20
0.105469,43,2179,2179,24,18,-20,-15,-20
0.109375,43,2179,2179,24,18,-20,-15,-20
0.113281,43,2179,2179,24,17,-20,-15,-20
0.117188,43,2179,2179,23,17,-20,-15,-20
0.121094,43,2179,2179,24,18,-20,-15,-20
0.125000,43,2179,2179,24,18,-20,-15,-20
0.128906,43,2179,2179,24,17,-20,-15,-20
0.132812,43,2179,2179,24,18,-20,-15,-20
0.136719,43,2179,2179,25,18,-20,-15,-20
0.140625,43,2179,2179,25,18,-19,-14,-20
0.144531,43,2179,2179,24,18,-20,-15,-19
0.148438,43,2179,2179,24,18,-20,-15,-20
0.152344,43,2179,2179,24,18,-20,-15,-20
0.156250,43,2179,2179,24,18,-20,-15,-20
0.160156,44,2179,2179,24,18,-20,-15,-20
0.164062,44,2179,2179,24,17,-20,-15,-20
0.167969,44,2179,2179,24,18,-20,-15,-20
0.171875,44,2179,2179,24,18,-20,-15,-20
