time_s,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8
0.000000,16,2179,2179,27,20,-18,-14,-19
0.003906,16,2179,2179,27,21,-18,-14,-19
0.007812,16,2179,2179,26,20,-18,-14,-19
0.011719,16,2179,2179,26,20,-18,-14,-19
0.015625,16,2179,2179,26,21,-18,-14,-19
0.019531,16,2179,2179,26,20,-18,-14,-19
0.023438,16,2179,2179,26,20,-19,-14,-19
0.027344,16,2179,2179,26,20,-19,-14,-19
0.031250,16,2179,2179,27,21,-18,-14,-19
0.035156,16,2179,2179,27,21,-18,-14,-19
0.039062,16,2179,2179,26,20,-18,-14,-19
0.042969,16,2179,2179,26,20,-18,-14,-19
0.046875,16,2179,2179,27,21,-18,-14,-19
0.050781,16,2179,2179,27,21,-18,-14,-19
0.054688,16,2179,2179,26,20,-18,-14,-19
0.058594,16,2179,2179,26,20,-18,-13,-19
0.062500,16,2179,2179,27,20,-18,-13,-19
0.066406,17,2179,2179,27,21,-18,-13,-19
0.070312,17,2179,2179,27,21,-18,-13,-19
0.074219,17,2179,2179,26,20,-18,-13,-19
0.078125,17,2179,2179,26,20,-18,-13,-19
0.082031,17,2179,2179,26,20,-18,-14,-19
0.085938,17,2179,2179,26,20,-18,-14,-19
0.089844,18,2179,2179,26,20,-18,-14,-19
0.093750,18,2179,2179,26,20,-18,-14,-19
0.097656,18,2179,2179,26,20,-18,-14,-19
0.101562,18,2179,2179,26,20,-18,-14,-19
0.105469,18,2179,2179,26,20,-18,-14,-19
0.109375,18,2179,2179,26,20,-18,-14,-19
0.113281,18,2179,2179,26,20,-18,-14,-19
0.117188,18,2179,2179,26,20,-18,-14,-19
0.121094,18,2179,2179,26,20,-18,-14,-19
0.125000,18,2179,2179,26,20,-18,-14,-19
0.128906,18,2179,2179,27,20,-19,-14,-19
0.132812,18,2179,2179,27,21,-19,-14,-19
0.136719,19,2179,2179,26,21,-19,-14,-20
0.140625,19,2179,2179,26,20,-18,-14,-19
0.144531,18,2179,2179,26,20,-18,-14,-19
0.148438,18,2179,2179,26,21,-18,-14,-19
0.152344,18,2179,2179,27,21,-18,-14,-19
0.156250,18,2179,2179,26,20,-18,-13,-20
0.160156,18,2179,2179,26,20,-18,-14,-19
0.164062,18,2179,2179,27,21,-18,-13,-19
0.167969,19,2179,2179,26,21,-18,-13,-19
0.171875,19,2179,2179,26,20,-18,-13,-19
0.175781,19,2179,2179,26,20,-18,-14,-19
0.179688,19,2179,2179,27,20,-18,-13,-19
0.183594,19,2179,2179,27,21,-18,-13,-19
0.187500,20,2179,2179,26,21,-18,-14,-19
0.191406,20,2179,2179,26,20,-18,-13,-19
0.195312,20,2179,2179,26,20,-18,-13,-19
0.199219,20,2179,2179,27,20,-18,-14,-19
0.203125,20,2179,2179,27,21,-18,-13,-19
0.207031,20,2179,2179,26,20,-18,-13,-19
0.210938,20,2179,2179,26,20,-18,-14,-19
0.214844,20,2179,2179,27,21,-19,-14,-19
0.218750,20,2179,2179,26,21,-19,-14,-19
0.222656,20,2179,2179,26,20,-18,-14,-19
0.226562,21,2179,2179,26,21,-19,-14,-19
0.230469,21,2179,2179,27,21,-19,-14,-20
0.234375,21,2179,2179,27,21,-19,-14,-19
0.238281,21,2179,2179,26,20,-18,-14,-20
0.242188,21,2179,2179,26,20,-19,-14,-19
0.246094,21,2179,2179,27,20,-19,-14,-19
0.250000,21,2179,2179,27,21,-18,-14,-19
0.253906,21,2179,2179,26,21,-18,-14,-19
0.257812,21,2179,2179,26,20,-18,-14,-19
0.261719,20,2179,2179,26,21,-18,-14,-19
0.265625,20,2179,2179,27,21,-18,-14,-19
0.269531,21,2179,2179,26,20,-18,-13,-19
0.273438,21,2179,2179,26,20,-18,-14,-19
0.277344,21,2179,2179,26,20,-18,-14,-19
0.281250,21,2179,2179,27,20,-18,-14,-19
0.285156,21,2179,2179,26,20,-18,-14,-19
0.289062,22,2179,2179,26,20,-18,-13,-19
0.292969,22,2179,2179,26,20,-18,-14,-19
0.296875,21,2179,2179,26,20,-18,-14,-19
0.300781,21,2179,2179,26,20,-18,-14,-19
0.304688,22,2179,2179,26,20,-18,-14,-19
0.308594,22,2179,2179,26,20,-18,-14,-19
0.312500,21,2179,2179,26,20,-18,-14,-19
0.316406,21,2179,2179,26,20,-19,-14,-19
0.320312,22,2179,2179,26,20,-18,-14,-19
0.324219,22,2179,2179,26,20,-19,-14,-20
0.328125,21,2179,2179,26,20,-19,-14,-19
0.332031,21,2179,2179,26,20,-18,-14,-20
0.335938,22,2179,2179,26,20,-18,-14,-20
0.339844,23,2179,2179,26,20,-19,-14,-19
0.343750,23,2179,2179,26,20,-18,-14,-19
0.347656,23,2179,2179,26,20,-19,-14,-19
0.351562,23,2179,2179,27,20,-18,-14,-19
0.355469,23,2179,2179,26,20,-18,-14,-19
0.359375,24,2179,2179,26,20,-18,-14,-19
0.363281,23,2179,2179,26,20,-19,-14,-19
0.367188,24,2179,2179,26,21,-18,-14,-19
0.371094,25,2179,2179,26,20,-18,-14,-19
0.375000,25,2179,2179,26,20,-18,-13,-19
0.378906,26,2179,2179,25,21,-18,-13,-19
0.382812,27,2179,2179,27,21,-18,-13,-19
0.386719,28,2179,2179,27,21,-18,-13,-19
0.390625,29,2179,2179,27,21,-18,-14,-19
0.394531,29,2179,2179,27,21,-18,-14,-19
0.398438,30,2179,2179,27,21,-18,-14,-19
