time_s,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8
0.000000,8,2179,2179,26,21,-19,-14,-19
0.003906,8,2179,2179,26,21,-19,-14,-19
0.007812,8,2179,2179,26,20,-19,-14,-19
0.011719,8,2179,2179,26,20,-18,-14,-19
0.015625,8,2179,2179,26,21,-18,-14,-19
0.019531,9,2179,2179,26,21,-18,-14,-19
0.023438,9,2179,2179,26,21,-18,-13,-19
0.027344,9,2179,2179,26,21,-18,-13,-19
0.031250,9,2179,2179,26,21,-18,-14,-19
0.035156,10,2179,2179,26,21,-19,-13,-20
0.039062,10,2179,2179,26,20,-19,-13,-19
0.042969,10,2179,2179,26,20,-19,-13,-19
0.046875,10,2179,2179,26,21,-19,-13,-19
0.050781,10,2179,2179,26,21,-19,-14,-19
0.054688,10,2179,2179,26,20,-13,-14,-19
0.058594,11,2179,2179,26,20,-19,-13,-19
0.062500,11,2179,2179,26,21,-19,-14,-19
0.066406,11,2179,2179,27,21,-19,-14,-19
0.070312,11,2179,2179,26,21,-18,-14,-19
0.074219,11,2179,2179,26,21,-19,-14,-19
0.078125,11,2179,2179,26,20,-19,-14,-19
0.082031,11,2179,2179,26,21,-19,-14,-20
0.085938,11,2179,2179,26,21,-19,-14,-20
0.089844,11,2179,2179,26,20,-19,-14,-19
0.093750,11,2179,2179,26,20,-19,-14,-20
0.097656,11,2179,2179,26,20,-19,-14,-20
0.101562,12,2179,2179,26,20,-19,-14,-20
0.105469,12,2179,2179,25,20,-18,-14,-19
0.109375,12,2179,2179,25,20,-18,-14,-19
0.113281,12,2179,2179,26,20,-18,-14,-19
0.117188,11,2179,2179,26,20,-19,-14,-19
0.121094,11,2179,2179,26,20,-18,-14,-19
0.125000,11,2179,2179,26,20,-18,-14,-19
0.128906,11,2179,2179,26,20,-19,-14,-19
0.132812,11,2179,2179,26,20,-19,-14,-19
0.136719,12,2179,2179,26,20,-18,-14,-19
0.140625,12,2179,2179,26,20,-18,-14,-19
0.144531,12,2179,2179,26,20,-18,-14,-20
0.148438,12,2179,2179,26,20,-18,-14,-19
0.152344,12,2179,2179,26,20,-18,-14,-19
0.156250,12,2179,2179,26,20,-19,-14,-19
0.160156,12,2179,2179,25,20,-19,-13,-19
0.164062,13,2179,2179,26,21,-19,-14,-19
0.167969,13,2179,2179,26,21,-19,-13,-19
0.171875,13,2179,2179,26,20,-19,-13,-19
0.175781,14,2179,2179,26,20,-19,-14,-20
0.179688,13,2179,2179,26,21,-25,-14,-20
0.183594,13,2179,2179,26,21,-19,-14,-20
0.187500,14,2179,2179,26,21,-19,-14,-20
0.191406,14,2179,2179,26,21,-19,-14,-20
0.195312,13,2179,2179,27,21,-19,-14,-20
0.199219,14,2179,2179,27,21,-19,-14,-20
0.203125,14,2179,2179,27,21,-19,-14,-20
0.207031,14,2179,2179,26,21,-19,-14,-20
0.210938,14,2179,2179,26,21,-19,-14,-20
0.214844,13,2179,2179,26,21,-19,-14,-20
0.218750,13,2179,2179,26,21,-19,-14,-19
0.222656,13,2179,2179,26,20,-19,-14,-19
0.226562,13,2179,2179,26,20,-19,-14,-19
0.230469,12,2179,2179,26,21,-19,-14,-19
0.234375,12,2179,2179,26,21,-19,-13,-19
0.238281,12,2179,2179,26,20,-18,-14,-19
0.242188,12,2179,2179,26,20,-18,-13,-19
0.246094,12,2179,2179,26,21,-18,-13,-19
0.250000,12,2179,2179,26,21,-18,-14,-19
0.253906,12,2179,2179,26,21,-18,-13,-19
0.257812,12,2179,2179,26,21,-19,-14,-19
0.261719,12,2179,2179,26,20,-19,-14,-19
