time_s,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8
0.000000,6,2179,2179,26,21,-19,-14,-19
0.003906,7,2179,2179,27,21,-18,-14,-19
0.007812,7,2179,2179,26,21,-19,-14,-19
0.011719,7,2179,2179,26,21,-18,-14,-19
0.015625,7,2179,2179,26,21,-19,-14,-19
0.019531,7,2179,2179,26,21,-18,-13,-19
0.023438,8,2179,2179,26,21,-18,-14,-19
0.027344,8,2179,2179,26,20,-18,-13,-19
0.031250,8,2179,2179,26,20,-18,-14,-19
0.035156,8,2179,2179,26,20,-18,-14,-19
0.039062,7,2179,2179,26,20,-18,-14,-19
0.042969,8,2179,2179,26,20,-18,-14,-19
0.046875,8,2179,2179,25,20,-18,-14,-19
0.050781,8,2179,2179,26,20,-19,-14,-19
0.054688,9,2179,2179,26,20,-19,-14,-19
0.058594,9,2179,2179,25,20,-19,-14,-19
0.062500,9,2179,2179,25,20,-19,-14,-19
0.066406,9,2179,2179,26,20,-19,-14,-19
0.070312,9,2179,2179,26,20,-19,-14,-20
0.074219,9,2179,2179,26,20,-19,-14,-19
0.078125,9,2179,2179,26,20,-19,-14,-19
0.082031,8,2179,2179,26,20,-19,-14,-19
0.085938,8,2179,2179,26,20,-19,-14,-19
0.089844,9,2179,2179,26,20,-19,-14,-19
0.093750,9,2179,2179,26,20,-19,-14,-19
0.097656,9,2179,2179,26,20,-19,-14,-19
0.101562,8,2179,2179,26,21,-19,-14,-19
0.105469,8,2179,2179,26,21,-19,-14,-19
0.109375,9,2179,2179,26,21,-19,-14,-19
0.113281,9,2179,2179,26,20,-18,-14,-19
0.117188,9,2179,2179,26,21,-18,-14,-19
0.121094,9,2179,2179,26,21,-18,-14,-19
0.125000,10,2179,2179,26,21,-18,-14,-19
0.128906,10,2179,2179,26,20,-18,-14,-19
0.132812,10,2179,2179,26,20,-19,-13,-19
0.136719,10,2179,2179,26,21,-18,-14,-19
0.140625,11,2179,2179,26,21,-18,-14,-19
0.144531,11,2179,2179,26,20,-18,-13,-19
0.148438,11,2179,2179,26,20,-18,-14,-19
0.152344,11,2179,2179,26,20,-18,-13,-19
0.156250,11,2179,2179,26,21,-18,-13,-19
0.160156,11,2179,2179,26,20,-18,-13,-19
0.164062,11,2179,2179,26,20,-19,-13,-19
0.167969,11,2179,2179,26,21,-19,-13,-19
0.171875,11,2179,2179,26,21,-19,-14,-19
0.175781,11,2179,2179,26,21,-19,-14,-19
0.179688,11,2179,2179,26,21,-18,-14,-19
0.183594,11,2179,2179,26,21,-18,-14,-19
0.187500,11,2179,2179,26,21,-19,-14,-19
0.191406,11,2179,2179,26,21,-18,-14,-19
0.195312,11,2179,2179,26,21,-19,-14,-19
0.199219,11,2179,2179,26,21,-19,-14,-19
0.203125,11,2179,2179,26,21,-19,-14,-19
0.207031,12,2179,2179,26,21,-19,-14,-19
0.210938,12,2179,2179,26,20,-19,-14,-19
0.214844,12,2179,2179,26,20,-19,-14,-19
0.218750,11,2179,2179,26,21,-19,-15,-19
0.222656,11,2179,2179,26,21,-18,-14,-19
0.226562,11,2179,2179,26,21,-18,-14,-19
0.230469,10,2179,2179,26,21,-18,-13,-19
0.234375,10,2179,2179,26,21,-18,-14,-19
0.238281,10,2179,2179,26,21,-18,-14,-19
0.242188,10,2179,2179,26,21,-18,-14,-19
0.246094,10,2179,2179,26,21,-19,-13,-19
0.250000,10,2179,2179,26,20,-18,-13,-19
0.253906,10,2179,2179,26,21,-19,-13,-19
0.257812,10,2179,2179,26,21,-18,-13,-19
0.261719,11,2179,2179,26,20,-18,-13,-19
0.265625,10,2179,2179,26,20,-18,-14,-19
0.269531,10,2179,2179,26,21,-18,-14,-19
0.273438,11,2179,2179,26,20,-18,-14,-19
0.277344,11,2179,2179,25,20,-18,-14,-19
0.281250,11,2179,2179,25,20,-18,-14,-19
0.285156,11,2179,2179,26,20,-19,-14,-19
0.289062,11,2179,2179,26,20,-19,-14,-19
0.292969,12,2179,2179,25,20,-19,-14,-19
0.296875,12,2179,2179,25,20,-19,-14,-19
0.300781,12,2179,2179,26,20,-19,-14,-19
0.304688,12,2179,2179,26,20,-19,-14,-19
0.308594,12,2179,2179,26,20,-19,-14,-19
0.312500,12,2179,2179,26,20,-19,-14,-19
0.316406,12,2179,2179,26,20,-19,-14,-19
0.320312,11,2179,2179,26,20,-19,-14,-19
0.324219,12,2179,2179,26,20,-18,-14,-19
0.328125,12,2179,2179,26,20,-19,-14,-19
0.332031,12,2179,2179,26,20,-19,-14,-19
0.335938,13,2179,2179,26,20,-18,-14,-19
0.339844,13,2179,2179,26,21,-18,-14,-19
0.343750,14,2179,2179,26,20,-18,-13,-19
0.347656,14,2179,2179,26,20,-18,-14,-19
0.351562,14,2179,2179,26,20,-19,-14,-19
0.355469,14,2179,2179,26,21,-18,-13,-19
0.359375,14,2179,2179,26,20,-18,-13,-19
0.363281,15,2179,2179,26,20,-18,-13,-19
0.367188,14,2179,2179,26,21,-18,-13,-19
0.371094,15,2179,2179,26,21,-18,-14,-19
0.375000,16,2179,2179,27,21,-18,-14,-19
0.378906,16,2179,2179,26,21,-18,-14,-19
0.382812,16,2179,2179,26,21,-19,-14,-19
0.386719,17,2179,2179,27,21,-19,-14,-19
0.390625,17,2179,2179,27,21,-19,-14,-19
0.394531,17,2179,2179,26,21,-19,-14,-19
0.398438,17,2179,2179,26,20,-19,-14,-19
0.402344,16,2179,2179,27,21,-19,-14,-19
0.406250,16,2179,2179,27,21,-19,-14,-19
0.410156,17,2179,2179,26,21,-19,-14,-19
0.414062,16,2179,2179,26,21,-19,-14,-19
0.417969,16,2179,2179,26,21,-19,-14,-19
0.421875,17,2179,2179,26,21,-19,-14,-19
0.425781,17,2179,2179,26,21,-19,-14,-19
0.429688,17,2179,2179,26,20,-19,-14,-19
0.433594,17,2179,2179,26,20,-19,-14,-19
0.437500,17,2179,2179,26,21,-18,-14,-19
0.441406,18,2179,2179,26,21,-19,-14,-19
0.445312,18,2179,2179,26,20,-18,-13,-19
0.449219,18,2179,2179,26,20,-18,-13,-19
0.453125,18,2179,2179,26,20,-18,-14,-19
0.457031,19,2179,2179,26,20,-18,-13,-19
0.460938,19,2179,2179,26,20,-18,-13,-19
0.464844,20,2179,2179,26,20,-18,-13,-19
0.468750,20,2179,2179,26,20,-18,-13,-19
0.472656,21,2179,2179,26,20,-18,-14,-19
0.476562,22,2179,2179,26,20,-18,-13,-19
0.480469,22,2179,2179,26,20,-18,-14,-19
0.484375,22,2179,2179,26,20,-18,-14,-19
