time_s,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8
0.000000,107,2179,2179,137,17,-21,-15,-21
0.003906,107,2179,2179,137,18,-21,-15,-21
0.007812,107,2179,2179,136,18,-21,-15,-21
0.011719,108,2179,2179,136,18,-21,-15,-21
0.015625,108,2179,2179,135,18,-21,-15,-21
0.019531,108,2179,2179,135,17,-21,-15,-21
0.023438,108,2179,2179,136,18,-21,-14,-21
0.027344,108,2179,2179,136,18,-21,-14,-21
0.031250,108,2179,2179,136,17,-21,-15,-21
0.035156,108,2179,2179,137,17,-21,-15,-21
0.039062,108,2179,2179,138,18,-21,-15,-21
0.042969,108,2179,2179,138,18,-21,-15,-21
0.046875,108,2179,2179,138,18,-21,-15,-21
0.050781,108,2179,2179,138,18,-21,-15,-21
0.054688,108,2179,2179,138,18,-21,-15,-21
0.058594,108,2179,2179,138,18,-21,-15,-21
0.062500,108,2179,2179,139,18,-21,-15,-21
0.066406,108,2179,2179,139,18,-21,-15,-21
0.070312,107,2179,2179,139,18,-21,-15,-21
0.074219,107,2179,2179,140,19,-21,-15,-21
0.078125,107,2179,2179,140,18,-21,-15,-21
0.082031,107,2179,2179,140,18,-21,-15,-21
0.085938,107,2179,2179,140,18,-21,-15,-21
0.089844,107,2179,2179,140,18,-21,-14,-21
0.093750,107,2179,2179,140,18,-21,-15,-21
0.097656,107,2179,2179,139,18,-21,-15,-21
0.101562,107,2179,2179,139,18,-21,-15,-21
0.105469,107,2179,2179,139,18,-21,-15,-21
0.109375,107,2179,2179,139,18,-21,-15,-21
0.113281,107,2179,2179,139,18,-21,-15,-21
0.117188,107,2179,2179,138,18,-21,-15,-21
0.121094,107,2179,2179,138,18,-21,-15,-21
0.125000,107,2179,2179,138,18,-21,-15,-21
0.128906,107,2179,2179,138,18,-21,-15,-21
0.132812,107,2179,2179,138,17,-21,-15,-21
0.136719,107,2179,2179,138,17,-21,-15,-21
0.140625,107,2179,2179,139,17,-21,-15,-21
0.144531,107,2179,2179,139,17,-21,-15,-21
0.148438,107,2179,2179,139,17,-21,-15,-21
0.152344,107,2179,2179,139,17,-21,-15,-21
0.156250,107,2179,2179,139,17,-21,-15,-21
0.160156,107,2179,2179,139,17,-21,-15,-21
0.164062,107,2179,2179,140,17,-21,-15,-21
0.167969,107,2179,2179,140,17,-21,-15,-21
0.171875,106,2179,2179,140,17,-21,-15,-21
0.175781,106,2179,2179,141,18,-21,-15,-21
0.179688,106,2179,2179,141,18,-21,-15,-21
0.183594,106,2179,2179,141,18,-21,-15,-21
0.187500,106,2179,2179,140,18,-21,-15,-21
0.191406,105,2179,2179,141,18,-21,-15,-21
0.195312,105,2179,2179,141,18,-21,-15,-21
0.199219,105,2179,2179,141,18,-21,-15,-21
0.203125,105,2179,2179,141,18,-21,-15,-21
0.207031,104,2179,2179,141,18,-21,-15,-21
0.210938,105,2179,2179,141,18,-21,-15,-21
0.214844,105,2179,2179,141,18,-21,-14,-21
0.218750,105,2179,2179,140,18,-21,-15,-21
0.222656,105,2179,2179,141,18,-23,-15,-21
0.226562,105,2179,2179,141,18,-20,-15,-21
0.230469,105,2179,2179,141,18,-21,-15,-21
0.234375,105,2179,2179,141,18,-21,-15,-21
0.238281,105,2179,2179,142,18,-21,-15,-21
0.242188,105,2179,2179,142,18,-21,-15,-21
0.246094,105,2179,2179,142,18,-21,-15,-21
0.250000,104,2179,2179,141,18,-21,-15,-21
0.253906,104,2179,2179,141,18,-21,-15,-21
0.257812,104,2179,2179,141,18,-21,-15,-21
0.261719,104,2179,2179,140,18,-21,-15,-21
0.265625,104,2179,2179,140,18,-21,-15,-21
0.269531,104,2179,2179,140,18,-21,-15,-21
0.273438,103,2179,2179,141,18,-21,-15,-21
0.277344,103,2179,2179,141,18,-21,-15,-21
0.281250,103,2179,2179,141,18,-21,-15,-21
0.285156,103,2179,2179,142,18,-21,-15,-21
0.289062,103,2179,2179,142,18,-21,-15,-21
0.292969,102,2179,2179,142,18,-21,-15,-21
0.296875,102,2179,2179,142,18,-21,-15,-21
0.300781,102,2179,2179,142,18,-21,-15,-21
0.304688,101,2179,2179,142,18,-21,-15,-21
0.308594,101,2179,2179,142,18,-21,-15,-21
0.312500,101,2179,2179,142,18,-21,-15,-21
0.316406,101,2179,2179,142,17,-21,-15,-21
0.320312,100,2179,2179,141,17,-21,-15,-21
0.324219,100,2179,2179,142,18,-21,-15,-21
0.328125,100,2179,2179,141,18,-21,-15,-21
0.332031,99,2179,2179,141,17,-21,-15,-21
0.335938,99,2179,2179,141,17,-21,-15,-21
0.339844,99,2179,2179,141,18,-21,-14,-21
0.343750,99,2179,2179,142,18,-21,-15,-21
0.347656,99,2179,2179,142,18,-18,-15,-21
0.351562,99,2179,2179,142,18,-21,-15,-21
0.355469,99,2179,2179,143,18,-21,-15,-21
0.359375,99,2179,2179,143,18,-21,-15,-21
0.363281,99,2179,2179,143,18,-21,-15,-21
0.367188,99,2179,2179,143,17,-21,-15,-21
0.371094,98,2179,2179,143,17,-21,-15,-21
0.375000,98,2179,2179,143,18,-21,-15,-21
0.378906,98,2179,2179,143,18,-21,-15,-21
0.382812,98,2179,2179,143,17,-21,-15,-21
0.386719,98,2179,2179,143,17,-21,-15,-21
