time_s,respiratory_signal_raw_ch1,time_capnogram_raw_ch4
12.69140625,42,24
12.6953125,41,24
12.69921875,41,24
12.703125,41,24
12.70703125,41,24
12.7109375,40,24
12.71484375,40,24
12.71875,40,24
12.72265625,40,24
12.7265625,40,24
12.73046875,40,24
12.734375,40,24
12.73828125,40,24
12.7421875,40,24
12.74609375,39,24
12.75,39,24
12.75390625,39,23
12.7578125,39,23
12.76171875,38,24
12.765625,37,24
12.76953125,37,24
12.7734375,36,24
12.77734375,36,24
12.78125,35,24
12.78515625,35,24
12.7890625,35,24
12.79296875,36,24
12.796875,35,24
12.80078125,35,24
12.8046875,36,24
12.80859375,36,24
12.8125,35,24
12.81640625,35,24
12.8203125,36,24
12.82421875,36,24
12.828125,35,24
12.83203125,35,24
12.8359375,35,24
12.83984375,35,24
12.84375,35,24
12.84765625,35,24
12.8515625,35,24
12.85546875,35,24
12.859375,34,24
12.86328125,33,24
12.8671875,33,24
12.87109375,33,24
12.875,33,24
12.87890625,32,24
12.8828125,32,24
12.88671875,32,24
12.890625,32,24
12.89453125,32,24
12.8984375,32,24
12.90234375,32,24
12.90625,32,24
12.91015625,32,24
12.9140625,32,24
12.91796875,32,24
12.921875,32,24
12.92578125,33,24
12.9296875,32,24
12.93359375,33,24
12.9375,33,24
12.94140625,33,24
12.9453125,32,24
12.94921875,32,24
12.953125,32,24
12.95703125,32,24
12.9609375,31,24
12.96484375,31,24
12.96875,31,24
12.97265625,31,24
12.9765625,31,24
12.98046875,31,24
12.984375,30,24
12.98828125,31,24
12.9921875,30,24
12.99609375,30,24
13.0,30,24
13.00390625,30,24
13.0078125,30,24
13.01171875,30,24
13.015625,31,24
13.01953125,31,24
13.0234375,31,24
13.02734375,31,24
13.03125,31,24
13.03515625,31,24
13.0390625,31,24
13.04296875,31,23
13.046875,31,24
13.05078125,31,24
13.0546875,31,24
13.05859375,31,24
13.0625,31,24
13.06640625,31,24
13.0703125,31,24
13.07421875,31,24
13.078125,30,24
13.08203125,30,25
13.0859375,30,25
13.08984375,29,24
13.09375,29,24
13.09765625,29,25
13.1015625,29,25
13.10546875,29,24
13.109375,29,24
13.11328125,29,25
13.1171875,30,24
13.12109375,30,24
13.125,30,24
13.12890625,30,24
13.1328125,30,24
13.13671875,31,24
13.140625,31,24
13.14453125,31,24
13.1484375,31,24
13.15234375,31,24
13.15625,31,23
13.16015625,30,24
13.1640625,31,24
13.16796875,31,24
13.171875,31,23
13.17578125,32,23
13.1796875,32,24
13.18359375,32,24
13.1875,32,24
13.19140625,32,24
13.1953125,31,24
13.19921875,31,24
13.203125,31,24
13.20703125,31,24
13.2109375,31,24
13.21484375,31,24
13.21875,31,24
13.22265625,31,24
13.2265625,31,24
13.23046875,31,24
13.234375,30,24
13.23828125,31,24
13.2421875,31,24
13.24609375,30,24
13.25,30,24
13.25390625,31,24
13.2578125,31,24
13.26171875,31,24
13.265625,31,24
13.26953125,31,25
13.2734375,32,24
13.27734375,31,24
13.28125,31,24
13.28515625,32,24
13.2890625,32,24
13.29296875,32,24
13.296875,32,24
13.30078125,32,24
13.3046875,32,24
13.30859375,32,24
13.3125,32,24
13.31640625,32,24
13.3203125,31,24
13.32421875,31,24
13.328125,31,24
13.33203125,31,24
13.3359375,32,24
13.33984375,32,24
13.34375,32,24
13.34765625,32,24
13.3515625,33,24
13.35546875,33,24
13.359375,33,24
13.36328125,32,24
13.3671875,32,24
13.37109375,33,24
13.375,33,24
13.37890625,33,24
13.3828125,33,24
13.38671875,33,24
13.390625,33,24
13.39453125,33,24
13.3984375,33,24
13.40234375,33,24
13.40625,33,24
13.41015625,33,24
13.4140625,33,24
13.41796875,33,24
13.421875,33,24
13.42578125,33,24
13.4296875,33,24
13.43359375,33,24
13.4375,33,24
13.44140625,33,24
13.4453125,33,24
13.44921875,33,24
13.453125,33,24
13.45703125,33,24
13.4609375,32,24
13.46484375,32,24
13.46875,33,24
13.47265625,33,24
13.4765625,33,24
13.48046875,33,25
13.484375,33,24
13.48828125,34,24
13.4921875,34,24
13.49609375,33,24
13.5,33,25
13.50390625,34,24
13.5078125,34,24
13.51171875,33,25
13.515625,33,25
13.51953125,34,25
13.5234375,34,24
13.52734375,33,24
13.53125,33,24
13.53515625,33,24
13.5390625,33,24
13.54296875,33,24
13.546875,32,24
13.55078125,33,25
13.5546875,33,24
13.55859375,34,24
13.5625,34,24
13.56640625,34,24
13.5703125,34,24
13.57421875,34,24
13.578125,34,24
13.58203125,34,24
13.5859375,34,24
13.58984375,34,24
13.59375,34,24
13.59765625,34,24
13.6015625,35,24
13.60546875,35,23
13.609375,35,24
13.61328125,35,24
13.6171875,35,24
13.62109375,35,24
13.625,36,24
13.62890625,36,24
13.6328125,36,24
13.63671875,36,24
13.640625,36,24
13.64453125,36,24
13.6484375,36,24
13.65234375,36,24
13.65625,36,24
13.66015625,36,24
13.6640625,36,24
13.66796875,36,24
13.671875,37,24
13.67578125,37,24
13.6796875,37,25
13.68359375,37,25
13.6875,38,24
13.69140625,38,24
13.6953125,38,24
13.69921875,38,24
13.703125,39,24
13.70703125,39,24
13.7109375,40,24
13.71484375,40,24
13.71875,40,24
13.72265625,41,24
13.7265625,41,24
13.73046875,41,24
13.734375,41,24
13.73828125,42,24
13.7421875,42,24
13.74609375,42,24
13.75,42,24
13.75390625,42,24
13.7578125,42,24
13.76171875,42,24
13.765625,43,24
13.76953125,43,24
13.7734375,43,24
13.77734375,43,24
13.78125,43,24
13.78515625,44,24
13.7890625,44,24
13.79296875,44,24
13.796875,43,24
13.80078125,44,24
13.8046875,44,24
13.80859375,44,24
13.8125,44,24
13.81640625,45,24
13.8203125,46,24
13.82421875,46,24
13.828125,47,24
13.83203125,47,25
13.8359375,48,24
13.83984375,49,24
13.84375,48,24
13.84765625,49,24
13.8515625,49,24
13.85546875,50,24
13.859375,50,24
13.86328125,50,24
13.8671875,51,24
13.87109375,52,24
13.875,52,24
13.87890625,53,24
13.8828125,53,25
13.88671875,54,24
13.890625,54,24
13.89453125,54,24
13.8984375,55,24
13.90234375,56,24
13.90625,57,24
13.91015625,57,24
13.9140625,58,24
13.91796875,59,24
13.921875,60,24
13.92578125,60,24
13.9296875,61,24
13.93359375,61,24
13.9375,62,24
13.94140625,62,24
13.9453125,62,24
13.94921875,63,24
13.953125,63,24
13.95703125,64,24
13.9609375,64,24
13.96484375,64,24
13.96875,64,24
13.97265625,64,24
13.9765625,64,23
13.98046875,64,24
13.984375,64,23
13.98828125,64,23
13.9921875,64,23
13.99609375,65,23
14.0,65,23
14.00390625,66,24
14.0078125,66,24
14.01171875,66,24
14.015625,66,25
14.01953125,67,25
14.0234375,67,24
14.02734375,67,24
14.03125,67,24
14.03515625,68,24
14.0390625,68,24
14.04296875,68,24
14.046875,68,24
14.05078125,68,24
14.0546875,68,24
14.05859375,69,24
14.0625,68,24
14.06640625,69,24
14.0703125,69,24
14.07421875,69,24
14.078125,69,24
14.08203125,69,24
14.0859375,69,24
14.08984375,69,24
14.09375,69,24
14.09765625,69,24
14.1015625,68,24
14.10546875,69,24
14.109375,69,24
14.11328125,68,24
14.1171875,68,24
14.12109375,68,24
14.125,69,24
14.12890625,68,25
14.1328125,68,25
14.13671875,69,24
14.140625,69,24
14.14453125,69,24
14.1484375,69,24
14.15234375,69,24
14.15625,69,23
14.16015625,69,23
14.1640625,69,24
14.16796875,69,24
14.171875,69,24
14.17578125,69,24
14.1796875,69,24
14.18359375,68,24
14.1875,69,24
14.19140625,69,24
14.1953125,68,24
14.19921875,69,24
14.203125,69,24
14.20703125,69,24
14.2109375,69,24
14.21484375,69,24
14.21875,69,24
14.22265625,69,24
14.2265625,69,24
14.23046875,69,25
14.234375,70,25
14.23828125,70,25
14.2421875,70,26
14.24609375,70,26
14.25,71,26
14.25390625,71,26
14.2578125,71,26
14.26171875,72,26
14.265625,72,25
14.26953125,72,25
14.2734375,73,24
14.27734375,73,24
14.28125,73,25
14.28515625,73,25
14.2890625,73,25
14.29296875,73,24
14.296875,73,25
14.30078125,72,25
14.3046875,73,25
14.30859375,73,25
14.3125,72,26
14.31640625,73,26
14.3203125,73,26
14.32421875,73,26
14.328125,73,26
14.33203125,73,26
14.3359375,73,26
14.33984375,74,26
14.34375,73,26
14.34765625,73,26
14.3515625,73,27
14.35546875,74,27
14.359375,74,28
14.36328125,74,28
14.3671875,74,29
14.37109375,74,29
14.375,74,30
14.37890625,74,32
14.3828125,74,33
14.38671875,74,34
14.390625,74,36
14.39453125,74,38
14.3984375,74,41
14.40234375,74,43
14.40625,74,44
14.41015625,74,47
14.4140625,74,49
14.41796875,74,51
14.421875,74,52
14.42578125,74,53
14.4296875,73,55
14.43359375,73,56
14.4375,74,56
14.44140625,74,58
14.4453125,74,60
14.44921875,74,63
14.453125,74,66
14.45703125,74,68
14.4609375,74,71
14.46484375,74,73
14.46875,74,75
14.47265625,74,76
14.4765625,75,77
14.48046875,74,78
14.484375,75,80
14.48828125,75,82
14.4921875,75,85
14.49609375,74,87
14.5,75,90
14.50390625,75,91
14.5078125,75,93
14.51171875,75,95
14.515625,75,97
14.51953125,75,99
14.5234375,75,101
14.52734375,75,104
14.53125,75,106
14.53515625,75,108
14.5390625,75,109
14.54296875,76,111
14.546875,75,112
14.55078125,75,114
14.5546875,75,115
14.55859375,75,117
14.5625,75,118
14.56640625,74,119
14.5703125,74,120
14.57421875,74,121
14.578125,74,122
14.58203125,74,124
14.5859375,75,125
14.58984375,75,127
14.59375,74,129
14.59765625,75,131
14.6015625,75,133
14.60546875,75,133
14.609375,75,133
14.61328125,75,134
14.6171875,75,134
14.62109375,75,135
14.625,76,135
14.62890625,75,136
14.6328125,75,137
14.63671875,76,138
14.640625,75,140
14.64453125,75,141
14.6484375,75,142
14.65234375,75,143
14.65625,75,144
14.66015625,74,145
14.6640625,74,146
14.66796875,74,147
14.671875,75,148
14.67578125,75,148
14.6796875,75,150
14.68359375,75,150
14.6875,75,151
14.69140625,75,151
14.6953125,75,151
14.69921875,75,151
14.703125,76,151
14.70703125,76,151
14.7109375,76,151
14.71484375,75,152
14.71875,75,153
14.72265625,75,153
14.7265625,76,153
14.73046875,75,154
14.734375,75,154
14.73828125,75,154
14.7421875,75,154
14.74609375,75,154
14.75,74,155
14.75390625,75,155
14.7578125,74,156
14.76171875,74,157
14.765625,74,157
14.76953125,75,157
14.7734375,75,157
14.77734375,75,158
14.78125,75,158
14.78515625,75,158
14.7890625,75,158
14.79296875,75,158
14.796875,75,158
14.80078125,75,159
14.8046875,75,158
14.80859375,75,158
14.8125,75,159
14.81640625,75,159
14.8203125,75,159
14.82421875,75,159
14.828125,75,160
14.83203125,75,161
14.8359375,75,161
14.83984375,75,162
14.84375,75,163
14.84765625,75,164
14.8515625,75,164
14.85546875,75,164
14.859375,74,164
14.86328125,74,164
14.8671875,74,163
14.87109375,74,163
14.875,74,163
14.87890625,74,163
14.8828125,74,164
14.88671875,74,164
14.890625,74,164
14.89453125,74,165
14.8984375,74,165
14.90234375,74,165
14.90625,74,165
14.91015625,74,164
14.9140625,74,164
14.91796875,74,164
14.921875,74,164
14.92578125,75,164
14.9296875,74,165
14.93359375,74,165
14.9375,74,165
14.94140625,74,165
14.9453125,73,166
14.94921875,73,166
14.953125,73,166
14.95703125,73,165
14.9609375,73,165
14.96484375,73,166
14.96875,73,166
14.97265625,73,166
14.9765625,73,166
14.98046875,72,166
14.984375,72,166
14.98828125,73,165
14.9921875,73,165
14.99609375,72,165
15.0,72,166
15.00390625,72,166
15.0078125,72,166
15.01171875,71,168
15.015625,71,167
15.01953125,71,167
15.0234375,71,166
15.02734375,70,166
15.03125,70,166
15.03515625,71,166
15.0390625,71,166
15.04296875,71,166
15.046875,71,166
15.05078125,71,167
15.0546875,71,166
15.05859375,70,166
15.0625,70,167
15.06640625,70,167
15.0703125,70,168
15.07421875,70,168
15.078125,69,169
15.08203125,69,170
15.0859375,69,170
15.08984375,69,169
15.09375,69,169
15.09765625,69,169
15.1015625,69,169
15.10546875,69,168
15.109375,68,168
15.11328125,68,169
15.1171875,68,169
15.12109375,68,169
15.125,68,170
15.12890625,68,170
15.1328125,68,170
15.13671875,68,169
15.140625,68,169
15.14453125,68,168
15.1484375,68,168
15.15234375,68,169
15.15625,68,168
15.16015625,67,169
15.1640625,67,170
15.16796875,67,170
15.171875,68,170
15.17578125,68,170
15.1796875,67,171
15.18359375,67,170
15.1875,67,170
15.19140625,67,170
15.1953125,66,170
15.19921875,66,170
15.203125,66,170
15.20703125,66,170
15.2109375,65,170
15.21484375,66,171
15.21875,66,171
15.22265625,66,170
15.2265625,66,170
15.23046875,65,171
15.234375,65,171
15.23828125,66,170
15.2421875,66,170
15.24609375,66,170
15.25,66,171
15.25390625,66,170
15.2578125,66,170
15.26171875,66,170
15.265625,66,171
15.26953125,66,171
15.2734375,66,170
15.27734375,65,170
15.28125,65,171
15.28515625,66,171
15.2890625,66,171
15.29296875,66,171
15.296875,66,171
15.30078125,65,171
15.3046875,65,170
15.30859375,65,170
15.3125,64,171
15.31640625,64,170
15.3203125,64,170
15.32421875,64,170
15.328125,64,170
15.33203125,64,171
15.3359375,64,171
15.33984375,64,171
15.34375,64,171
15.34765625,64,171
15.3515625,64,171
15.35546875,64,171
15.359375,64,171
15.36328125,64,171
15.3671875,64,171
15.37109375,64,171
15.375,64,171
15.37890625,64,171
15.3828125,63,171
15.38671875,64,170
15.390625,64,171
15.39453125,63,171
15.3984375,63,172
15.40234375,64,172
15.40625,64,172
15.41015625,63,172
15.4140625,63,173
15.41796875,63,172
15.421875,63,172
15.42578125,63,171
15.4296875,62,171
15.43359375,62,171
15.4375,62,171
15.44140625,63,171
15.4453125,63,171
15.44921875,63,172
15.453125,63,172
15.45703125,63,173
15.4609375,63,173
15.46484375,63,173
15.46875,63,173
15.47265625,63,172
15.4765625,63,172
15.48046875,63,172
15.484375,63,172
15.48828125,63,172
15.4921875,63,171
15.49609375,62,171
15.5,62,171
15.50390625,62,171
15.5078125,62,171
15.51171875,62,170
15.515625,62,172
15.51953125,62,172
15.5234375,62,172
15.52734375,62,172
15.53125,62,173
15.53515625,62,173
15.5390625,61,173
15.54296875,61,173
15.546875,61,173
15.55078125,61,172
15.5546875,61,172
15.55859375,61,172
15.5625,61,172
15.56640625,61,172
15.5703125,61,172
15.57421875,61,172
15.578125,60,172
15.58203125,60,172
15.5859375,60,172
15.58984375,61,172
15.59375,61,172
15.59765625,61,172
15.6015625,61,172
15.60546875,62,172
15.609375,62,172
15.61328125,61,172
15.6171875,61,172
15.62109375,61,172
15.625,61,172
15.62890625,60,173
15.6328125,60,173
15.63671875,60,173
15.640625,59,174
15.64453125,59,174
15.6484375,59,175
15.65234375,59,175
15.65625,59,174
15.66015625,59,174
15.6640625,59,174
15.66796875,59,174
15.671875,59,174
15.67578125,60,174
15.6796875,60,174
15.68359375,60,175
15.6875,61,175
15.69140625,61,175
15.6953125,61,175
15.69921875,61,175
15.703125,61,175
15.70703125,61,174
15.7109375,60,174
15.71484375,60,174
15.71875,60,174
15.72265625,60,173
15.7265625,60,173
15.73046875,59,173
15.734375,60,173
15.73828125,60,173
15.7421875,60,173
15.74609375,60,173
15.75,60,173
15.75390625,60,173
15.7578125,59,173
15.76171875,59,172
15.765625,59,173
15.76953125,59,174
15.7734375,59,173
15.77734375,59,173
15.78125,58,174
15.78515625,59,174
15.7890625,58,174
15.79296875,58,174
15.796875,58,175
15.80078125,58,175
15.8046875,58,175
15.80859375,59,175
15.8125,59,175
15.81640625,59,175
15.8203125,59,175
15.82421875,59,174
15.828125,58,175
15.83203125,58,175
15.8359375,58,176
15.83984375,58,176
15.84375,58,176
15.84765625,58,176
15.8515625,58,176
15.85546875,58,175
15.859375,58,176
15.86328125,58,176
15.8671875,57,176
15.87109375,57,176
15.875,57,176
15.87890625,57,177
15.8828125,57,176
15.88671875,57,176
15.890625,58,175
15.89453125,57,175
15.8984375,57,174
15.90234375,57,174
15.90625,57,174
15.91015625,56,174
15.9140625,56,174
15.91796875,56,174
15.921875,56,174
15.92578125,56,174
15.9296875,56,175
15.93359375,56,175
15.9375,56,175
15.94140625,56,175
15.9453125,56,175
15.94921875,56,175
15.953125,56,175
15.95703125,55,174
15.9609375,55,174
15.96484375,55,174
15.96875,54,174
15.97265625,54,174
15.9765625,54,174
15.98046875,53,174
15.984375,53,174
15.98828125,54,174
15.9921875,54,174
15.99609375,54,174
16.0,54,174
16.00390625,55,174
16.0078125,54,174
16.01171875,54,174
16.015625,54,175
16.01953125,54,175
16.0234375,54,174
16.02734375,53,174
16.03125,53,174
16.03515625,54,174
16.0390625,54,174
16.04296875,54,174
16.046875,54,174
16.05078125,54,174
16.0546875,54,174
16.05859375,53,174
16.0625,53,174
16.06640625,52,174
16.0703125,52,172
16.07421875,52,170
16.078125,52,167
16.08203125,52,163
16.0859375,52,157
16.08984375,52,150
16.09375,52,142
16.09765625,52,135
16.1015625,52,129
16.10546875,52,122
16.109375,52,117
16.11328125,51,113
16.1171875,51,110
16.12109375,51,106
16.125,51,103
16.12890625,50,101
16.1328125,51,97
16.13671875,51,94
16.140625,51,89
16.14453125,51,83
16.1484375,51,76
16.15234375,51,68
16.15625,50,58
16.16015625,49,48
16.1640625,49,40
16.16796875,49,34
16.171875,49,29
16.17578125,49,26
16.1796875,48,26
16.18359375,48,26
16.1875,48,25
16.19140625,47,25
16.1953125,47,25
16.19921875,46,24
16.203125,46,24
16.20703125,45,23
16.2109375,45,23
16.21484375,45,23
16.21875,45,24
16.22265625,45,24
16.2265625,45,24
16.23046875,44,25
16.234375,44,25
16.23828125,44,24
16.2421875,44,24
16.24609375,43,24
16.25,42,24
16.25390625,42,24
16.2578125,42,24
16.26171875,41,24
16.265625,41,24
16.26953125,41,24
16.2734375,41,24
16.27734375,41,24
16.28125,41,24
16.28515625,42,24
16.2890625,41,24
16.29296875,41,24
16.296875,40,24
16.30078125,40,24
16.3046875,39,24
16.30859375,39,24
16.3125,38,25
16.31640625,38,24
16.3203125,39,24
16.32421875,39,24
16.328125,38,24
16.33203125,38,24
16.3359375,38,24
16.33984375,38,24
16.34375,37,24
16.34765625,37,24
16.3515625,37,24
16.35546875,37,24
16.359375,37,24
16.36328125,37,24
16.3671875,37,24
16.37109375,37,24
16.375,36,24
16.37890625,36,24
16.3828125,35,24
16.38671875,36,24
16.390625,35,24
16.39453125,35,24
16.3984375,35,25
16.40234375,35,25
16.40625,35,24
16.41015625,34,25
16.4140625,34,25
16.41796875,34,25
16.421875,34,24
16.42578125,34,24
16.4296875,33,25
16.43359375,33,25
16.4375,34,24
16.44140625,34,24
16.4453125,34,24
16.44921875,34,24
16.453125,34,24
16.45703125,34,24
16.4609375,34,24
16.46484375,34,24
16.46875,34,24
16.47265625,34,24
16.4765625,34,24
16.48046875,34,24
16.484375,34,24
16.48828125,34,24
16.4921875,34,24
16.49609375,33,24
16.5,33,25
16.50390625,33,24
16.5078125,33,24
16.51171875,33,24
16.515625,33,24
16.51953125,33,24
16.5234375,32,24
16.52734375,32,24
16.53125,31,24
16.53515625,31,24
16.5390625,31,24
16.54296875,31,24
16.546875,31,24
16.55078125,31,24
16.5546875,32,24
16.55859375,32,24
16.5625,32,24
16.56640625,32,24
16.5703125,32,24
16.57421875,32,24
16.578125,31,24
16.58203125,31,24
16.5859375,32,24
16.58984375,32,23
16.59375,32,23
16.59765625,32,24
16.6015625,32,24
16.60546875,33,23
16.609375,33,23
16.61328125,32,24
16.6171875,32,24
16.62109375,32,24
16.625,32,24
16.62890625,31,24
16.6328125,31,24
16.63671875,31,24
16.640625,31,24
16.64453125,31,24
16.6484375,32,24
16.65234375,32,24
16.65625,32,24
16.66015625,32,24
16.6640625,32,24
16.66796875,32,24
16.671875,32,24
16.67578125,32,24
16.6796875,32,25
16.68359375,32,25
16.6875,32,24
16.69140625,32,24
16.6953125,32,25
16.69921875,32,24
16.703125,33,24
16.70703125,33,24
16.7109375,33,24
16.71484375,33,24
16.71875,33,24
16.72265625,33,24
16.7265625,33,24
16.73046875,32,24
16.734375,32,24
16.73828125,32,24
16.7421875,32,24
16.74609375,31,24
16.75,31,24
16.75390625,31,24
16.7578125,31,24
16.76171875,31,24
16.765625,32,24
16.76953125,32,24
16.7734375,32,24
16.77734375,32,24
16.78125,32,24
16.78515625,32,24
16.7890625,31,24
16.79296875,31,24
16.796875,31,24
16.80078125,30,24
16.8046875,31,24
16.80859375,31,24
16.8125,31,24
16.81640625,31,24
16.8203125,31,24
16.82421875,31,24
16.828125,31,24
16.83203125,30,24
16.8359375,31,24
16.83984375,31,24
16.84375,30,24
16.84765625,31,24
16.8515625,31,24
16.85546875,31,24
16.859375,31,24
16.86328125,31,24
16.8671875,31,24
16.87109375,31,24
16.875,31,24
16.87890625,31,24
16.8828125,31,24
16.88671875,31,24
16.890625,31,24
16.89453125,31,24
16.8984375,31,24
16.90234375,31,24
16.90625,31,24
16.91015625,31,24
16.9140625,31,24
16.91796875,31,24
16.921875,32,24
16.92578125,32,24
16.9296875,31,24
16.93359375,31,24
16.9375,32,24
16.94140625,32,24
16.9453125,32,24
16.94921875,32,24
16.953125,32,24
16.95703125,32,24
16.9609375,32,24
16.96484375,31,24
16.96875,32,24
16.97265625,31,24
16.9765625,31,24
16.98046875,31,24
16.984375,31,24
16.98828125,32,24
16.9921875,32,24
16.99609375,31,24
17.0,31,24
17.00390625,32,24
17.0078125,32,24
17.01171875,31,24
17.015625,31,25
17.01953125,32,25
17.0234375,32,24
17.02734375,31,24
17.03125,32,24
17.03515625,32,24
17.0390625,32,24
17.04296875,32,24
17.046875,32,24
17.05078125,32,24
17.0546875,32,24
17.05859375,32,24
17.0625,32,24
17.06640625,32,24
17.0703125,32,24
17.07421875,32,24
17.078125,32,24
17.08203125,32,25
17.0859375,32,24
17.08984375,32,24
17.09375,32,24
17.09765625,32,25
17.1015625,32,25
17.10546875,33,24
17.109375,32,24
17.11328125,32,25
17.1171875,32,25
17.12109375,32,24
17.125,32,24
17.12890625,32,25
17.1328125,32,24
17.13671875,32,24
17.140625,32,24
17.14453125,32,24
17.1484375,32,24
17.15234375,32,24
17.15625,32,24
17.16015625,31,24
17.1640625,32,24
17.16796875,32,24
17.171875,32,23
17.17578125,32,23
17.1796875,31,23
17.18359375,31,23
17.1875,31,23
17.19140625,31,23
17.1953125,30,24
17.19921875,30,24
17.203125,30,24
17.20703125,30,24
17.2109375,30,24
17.21484375,30,24
17.21875,31,24
17.22265625,31,24
17.2265625,31,24
17.23046875,31,24
17.234375,31,24
17.23828125,31,24
17.2421875,31,24
17.24609375,31,25
17.25,31,25
17.25390625,32,24
17.2578125,32,24
17.26171875,32,24
17.265625,32,24
17.26953125,33,25
17.2734375,33,24
17.27734375,33,24
17.28125,33,24
17.28515625,33,24
17.2890625,33,24
17.29296875,33,24
17.296875,33,24
17.30078125,32,25
17.3046875,32,24
17.30859375,32,24
17.3125,32,24
17.31640625,32,24
17.3203125,32,24
17.32421875,32,24
17.328125,32,24
17.33203125,32,24
17.3359375,33,24
17.33984375,33,24
17.34375,33,24
17.34765625,33,24
17.3515625,33,24
17.35546875,34,24
17.359375,33,24
17.36328125,33,24
17.3671875,33,24
17.37109375,34,24
17.375,34,24
17.37890625,33,25
17.3828125,34,24
17.38671875,34,24
17.390625,34,24
17.39453125,34,24
17.3984375,34,24
17.40234375,34,24
17.40625,34,24
17.41015625,34,24
17.4140625,34,24
17.41796875,34,24
17.421875,34,24
17.42578125,34,24
17.4296875,34,24
17.43359375,34,24
17.4375,34,24
17.44140625,35,24
17.4453125,35,24
17.44921875,35,25
17.453125,35,24
17.45703125,35,24
17.4609375,35,24
17.46484375,35,24
17.46875,35,24
17.47265625,35,24
17.4765625,36,24
17.48046875,35,25
17.484375,35,24
17.48828125,36,24
17.4921875,36,24
17.49609375,36,24
17.5,36,24
17.50390625,37,24
17.5078125,37,24
17.51171875,36,24
17.515625,36,24
17.51953125,37,24
17.5234375,37,24
17.52734375,36,24
17.53125,36,24
17.53515625,37,24
17.5390625,37,24
17.54296875,38,24
17.546875,38,24
17.55078125,38,24
17.5546875,39,24
17.55859375,39,24
17.5625,38,24
17.56640625,38,24
17.5703125,39,24
17.57421875,39,24
17.578125,39,23
17.58203125,39,24
17.5859375,40,23
17.58984375,40,23
17.59375,40,23
17.59765625,40,24
17.6015625,40,24
17.60546875,41,24
17.609375,41,24
17.61328125,41,24
17.6171875,41,24
17.62109375,41,24
17.625,41,24
17.62890625,41,24
17.6328125,41,24
17.63671875,41,24
17.640625,42,24
17.64453125,42,24
17.6484375,42,25
17.65234375,43,25
17.65625,43,24
17.66015625,44,24
17.6640625,44,25
17.66796875,44,25
17.671875,45,25
17.67578125,45,25
17.6796875,45,25
17.68359375,46,25
17.6875,47,24
17.69140625,47,24
17.6953125,48,24
17.69921875,48,24
17.703125,49,24
17.70703125,50,24
17.7109375,50,24
17.71484375,51,24
17.71875,52,24
17.72265625,52,24
17.7265625,53,24
17.73046875,53,24
17.734375,53,24
17.73828125,54,24
17.7421875,54,24
17.74609375,55,24
17.75,55,24
17.75390625,56,24
17.7578125,56,24
17.76171875,57,24
17.765625,57,24
17.76953125,58,24
17.7734375,58,24
17.77734375,58,24
17.78125,58,24
17.78515625,59,24
17.7890625,59,24
17.79296875,59,24
17.796875,59,24
17.80078125,59,24
17.8046875,60,24
17.80859375,60,24
17.8125,60,24
17.81640625,60,24
17.8203125,60,24
17.82421875,60,24
17.828125,60,24
17.83203125,59,24
17.8359375,60,24
17.83984375,60,24
17.84375,60,24
17.84765625,60,24
17.8515625,60,24
17.85546875,60,24
17.859375,60,24
17.86328125,60,25
17.8671875,60,25
17.87109375,61,24
17.875,61,24
17.87890625,61,25
17.8828125,61,24
17.88671875,62,24
17.890625,62,24
17.89453125,62,24
17.8984375,62,24
17.90234375,62,24
17.90625,62,24
17.91015625,63,24
17.9140625,62,24
17.91796875,62,24
17.921875,63,24
17.92578125,63,24
17.9296875,63,24
17.93359375,63,24
17.9375,63,24
17.94140625,63,24
17.9453125,63,24
17.94921875,63,24
17.953125,64,24
17.95703125,64,24
17.9609375,63,24
17.96484375,63,24
17.96875,64,24
17.97265625,64,24
17.9765625,64,24
17.98046875,63,24
17.984375,64,24
17.98828125,64,24
17.9921875,64,24
17.99609375,64,24
18.0,64,24
18.00390625,65,24
18.0078125,65,24
18.01171875,64,24
18.015625,64,24
18.01953125,65,24
18.0234375,65,24
18.02734375,65,24
18.03125,66,24
18.03515625,66,24
18.0390625,66,24
18.04296875,66,24
18.046875,67,24
18.05078125,67,24
18.0546875,67,24
18.05859375,67,24
18.0625,67,24
18.06640625,67,25
18.0703125,67,25
18.07421875,67,24
18.078125,67,24
18.08203125,67,25
18.0859375,67,25
18.08984375,67,25
18.09375,67,25
18.09765625,67,25
18.1015625,68,25
18.10546875,68,25
18.109375,69,25
18.11328125,68,26
18.1171875,68,26
18.12109375,69,26
18.125,69,26
18.12890625,68,27
18.1328125,69,27
18.13671875,69,26
18.140625,69,26
18.14453125,69,26
18.1484375,69,26
18.15234375,69,26
18.15625,69,26
18.16015625,69,26
18.1640625,68,27
18.16796875,68,28
18.171875,69,28
18.17578125,69,28
18.1796875,68,29
18.18359375,68,29
18.1875,69,30
18.19140625,69,31
18.1953125,68,33
18.19921875,68,34
18.203125,68,35
18.20703125,68,37
18.2109375,67,38
18.21484375,67,40
18.21875,67,42
18.22265625,67,43
18.2265625,67,44
18.23046875,67,46
18.234375,67,47
18.23828125,68,48
18.2421875,68,49
18.24609375,68,50
18.25,68,51
18.25390625,68,51
18.2578125,68,53
18.26171875,68,54
18.265625,68,57
18.26953125,68,59
18.2734375,68,61
18.27734375,68,64
18.28125,68,67
18.28515625,68,69
18.2890625,68,71
18.29296875,69,73
18.296875,68,75
18.30078125,68,77
