time_s,respiratory_signal_raw_ch1,time_capnogram_raw_ch4
1.92578125,60,169
1.9296875,60,170
1.93359375,60,170
1.9375,60,170
1.94140625,60,170
1.9453125,60,170
1.94921875,60,170
1.953125,60,169
1.95703125,59,169
1.9609375,59,169
1.96484375,59,169
1.96875,59,169
1.97265625,59,169
1.9765625,58,169
1.98046875,58,170
1.984375,59,170
1.98828125,59,170
1.9921875,59,170
1.99609375,59,171
2.0,59,171
2.00390625,59,170
2.0078125,59,170
2.01171875,58,171
2.015625,58,171
2.01953125,58,170
2.0234375,58,170
2.02734375,58,171
2.03125,58,171
2.03515625,58,171
2.0390625,58,170
2.04296875,58,170
2.046875,58,171
2.05078125,58,171
2.0546875,57,171
2.05859375,57,172
2.0625,57,172
2.06640625,57,172
2.0703125,57,171
2.07421875,58,171
2.078125,58,171
2.08203125,58,171
2.0859375,58,171
2.08984375,57,171
2.09375,57,171
2.09765625,57,172
2.1015625,57,173
2.10546875,57,173
2.109375,56,173
2.11328125,56,173
2.1171875,57,173
2.12109375,56,172
2.125,56,172
2.12890625,55,172
2.1328125,55,172
2.13671875,55,172
2.140625,55,172
2.14453125,55,172
2.1484375,56,172
2.15234375,56,172
2.15625,57,171
2.16015625,56,171
2.1640625,56,171
2.16796875,57,171
2.171875,57,171
2.17578125,56,171
2.1796875,57,172
2.18359375,56,172
2.1875,57,172
2.19140625,57,172
2.1953125,57,172
2.19921875,56,172
2.203125,56,172
2.20703125,56,172
2.2109375,56,172
2.21484375,55,173
2.21875,56,173
2.22265625,56,173
2.2265625,55,173
2.23046875,55,174
2.234375,56,173
2.23828125,56,173
2.2421875,56,172
2.24609375,55,172
2.25,55,172
2.25390625,55,172
2.2578125,55,173
2.26171875,54,174
2.265625,55,174
2.26953125,55,174
2.2734375,55,174
2.27734375,55,174
2.28125,55,173
2.28515625,55,173
2.2890625,56,172
2.29296875,55,172
2.296875,56,173
2.30078125,56,174
2.3046875,56,174
2.30859375,56,174
2.3125,55,174
2.31640625,55,174
2.3203125,56,174
2.32421875,55,174
2.328125,55,174
2.33203125,55,174
2.3359375,55,174
2.33984375,55,173
2.34375,55,173
2.34765625,54,173
2.3515625,55,173
2.35546875,55,172
2.359375,54,172
2.36328125,54,173
2.3671875,55,174
2.37109375,55,174
2.375,55,175
2.37890625,54,176
2.3828125,54,176
2.38671875,54,175
2.390625,54,174
2.39453125,54,173
2.3984375,55,173
2.40234375,55,172
2.40625,55,172
2.41015625,55,172
2.4140625,55,173
2.41796875,55,174
2.421875,54,174
2.42578125,54,175
2.4296875,54,175
2.43359375,54,175
2.4375,54,174
2.44140625,54,174
2.4453125,53,174
2.44921875,53,174
2.453125,54,174
2.45703125,54,174
2.4609375,53,175
2.46484375,53,175
2.46875,54,175
2.47265625,54,174
2.4765625,53,174
2.48046875,53,174
2.484375,54,175
2.48828125,53,174
2.4921875,54,174
2.49609375,53,175
2.5,53,175
2.50390625,53,174
2.5078125,53,174
2.51171875,53,174
2.515625,53,174
2.51953125,54,174
2.5234375,54,173
2.52734375,53,173
2.53125,53,173
2.53515625,53,173
2.5390625,53,173
2.54296875,53,173
2.546875,52,174
2.55078125,53,174
2.5546875,52,174
2.55859375,52,174
2.5625,52,174
2.56640625,51,173
2.5703125,52,173
2.57421875,51,173
2.578125,51,173
2.58203125,51,173
2.5859375,51,173
2.58984375,52,173
2.59375,51,173
2.59765625,51,174
2.6015625,51,174
2.60546875,51,174
2.609375,50,174
2.61328125,50,175
2.6171875,50,175
2.62109375,50,174
2.625,50,174
2.62890625,50,174
2.6328125,50,174
2.63671875,50,174
2.640625,50,173
2.64453125,49,173
2.6484375,49,172
2.65234375,49,169
2.65625,49,163
2.66015625,49,154
2.6640625,49,143
2.66796875,49,130
2.671875,48,117
2.67578125,48,106
2.6796875,47,98
2.68359375,47,93
2.6875,47,92
2.69140625,47,93
2.6953125,46,95
2.69921875,46,96
2.703125,47,94
2.70703125,47,89
2.7109375,46,81
2.71484375,46,72
2.71875,46,61
2.72265625,45,52
2.7265625,45,45
2.73046875,44,40
2.734375,45,38
2.73828125,44,36
2.7421875,45,36
2.74609375,44,36
2.75,43,34
2.75390625,43,33
2.7578125,43,31
2.76171875,42,30
2.765625,42,29
2.76953125,42,28
2.7734375,41,28
2.77734375,41,30
2.78125,41,29
2.78515625,40,29
2.7890625,40,28
2.79296875,40,28
2.796875,39,28
2.80078125,39,27
2.8046875,39,27
2.80859375,39,26
2.8125,39,27
2.81640625,39,27
2.8203125,40,27
2.82421875,40,27
2.828125,40,27
2.83203125,40,27
2.8359375,40,27
2.83984375,40,26
2.84375,40,26
2.84765625,39,26
2.8515625,40,26
2.85546875,40,26
2.859375,40,26
2.86328125,40,26
2.8671875,40,26
2.87109375,40,26
2.875,40,26
2.87890625,39,26
2.8828125,39,26
2.88671875,38,26
2.890625,38,26
2.89453125,37,26
2.8984375,37,26
2.90234375,37,25
2.90625,37,25
2.91015625,36,25
2.9140625,36,24
2.91796875,36,24
2.921875,36,24
2.92578125,36,24
2.9296875,36,24
2.93359375,35,24
2.9375,35,24
2.94140625,35,24
2.9453125,34,24
2.94921875,34,24
2.953125,34,24
2.95703125,34,24
2.9609375,34,24
2.96484375,35,24
2.96875,35,24
2.97265625,35,24
2.9765625,35,24
2.98046875,34,24
2.984375,35,24
2.98828125,34,24
2.9921875,34,24
2.99609375,33,24
3.0,33,24
3.00390625,33,24
3.0078125,33,24
3.01171875,33,24
3.015625,33,25
3.01953125,33,24
3.0234375,33,24
3.02734375,33,23
3.03125,33,24
3.03515625,33,24
3.0390625,33,24
3.04296875,33,24
3.046875,32,24
3.05078125,32,24
3.0546875,32,24
3.05859375,32,24
3.0625,31,24
3.06640625,31,24
3.0703125,31,24
3.07421875,31,24
3.078125,31,24
3.08203125,31,24
3.0859375,31,24
3.08984375,31,24
3.09375,30,24
3.09765625,30,24
3.1015625,30,24
3.10546875,30,24
3.109375,29,24
3.11328125,29,24
3.1171875,29,24
3.12109375,29,24
3.125,29,24
3.12890625,29,24
3.1328125,29,24
3.13671875,29,24
3.140625,30,24
3.14453125,29,24
3.1484375,29,24
3.15234375,29,23
3.15625,29,24
3.16015625,29,24
3.1640625,29,24
3.16796875,29,24
3.171875,29,23
3.17578125,29,23
3.1796875,29,23
3.18359375,29,23
3.1875,29,23
3.19140625,29,23
3.1953125,28,24
3.19921875,28,24
3.203125,28,24
3.20703125,28,24
3.2109375,27,24
3.21484375,27,24
3.21875,28,24
3.22265625,27,24
3.2265625,27,24
3.23046875,26,24
3.234375,26,24
3.23828125,26,24
3.2421875,25,24
3.24609375,25,24
3.25,25,25
3.25390625,25,24
3.2578125,25,24
3.26171875,24,25
3.265625,24,25
3.26953125,24,24
3.2734375,25,24
3.27734375,24,23
3.28125,25,24
3.28515625,25,24
3.2890625,25,24
3.29296875,25,24
3.296875,25,24
3.30078125,25,24
3.3046875,25,24
3.30859375,24,24
3.3125,24,24
3.31640625,24,24
3.3203125,24,24
3.32421875,24,24
3.328125,24,24
3.33203125,24,24
3.3359375,25,24
3.33984375,25,23
3.34375,24,23
3.34765625,24,24
3.3515625,24,24
3.35546875,24,24
3.359375,24,24
3.36328125,24,24
3.3671875,24,24
3.37109375,25,24
3.375,25,24
3.37890625,24,24
3.3828125,24,24
3.38671875,24,24
3.390625,25,24
3.39453125,24,24
3.3984375,24,24
3.40234375,25,24
3.40625,25,24
3.41015625,25,24
3.4140625,24,24
3.41796875,25,24
3.421875,25,24
3.42578125,25,24
3.4296875,25,24
3.43359375,25,24
3.4375,25,24
3.44140625,25,24
3.4453125,24,24
3.44921875,24,24
3.453125,25,24
3.45703125,25,24
3.4609375,24,24
3.46484375,25,24
3.46875,25,24
3.47265625,25,24
3.4765625,25,24
3.48046875,25,25
3.484375,26,25
3.48828125,26,24
3.4921875,26,24
3.49609375,25,24
3.5,26,24
3.50390625,26,24
3.5078125,26,24
3.51171875,26,24
3.515625,27,24
3.51953125,27,24
3.5234375,27,24
3.52734375,26,23
3.53125,26,24
3.53515625,27,24
3.5390625,26,24
3.54296875,26,24
3.546875,26,24
3.55078125,26,24
3.5546875,26,24
3.55859375,26,24
3.5625,26,24
3.56640625,26,24
3.5703125,26,24
3.57421875,26,24
3.578125,25,24
3.58203125,25,24
3.5859375,25,24
3.58984375,26,24
3.59375,26,24
3.59765625,26,24
3.6015625,27,24
3.60546875,27,24
3.609375,27,24
3.61328125,27,24
3.6171875,27,24
3.62109375,27,24
3.625,27,24
3.62890625,28,24
3.6328125,28,24
3.63671875,28,24
3.640625,29,24
3.64453125,29,24
3.6484375,29,24
3.65234375,29,24
3.65625,29,24
3.66015625,29,24
3.6640625,29,25
3.66796875,30,25
3.671875,30,24
3.67578125,29,24
3.6796875,29,25
3.68359375,29,25
3.6875,30,24
3.69140625,30,24
3.6953125,29,25
3.69921875,30,24
3.703125,30,24
3.70703125,31,24
3.7109375,31,24
3.71484375,31,24
3.71875,32,24
3.72265625,32,24
3.7265625,31,24
3.73046875,32,24
3.734375,32,24
3.73828125,32,24
3.7421875,32,24
3.74609375,31,24
3.75,31,24
3.75390625,31,24
3.7578125,31,24
3.76171875,30,24
3.765625,30,24
3.76953125,30,24
3.7734375,30,24
3.77734375,30,24
3.78125,30,24
3.78515625,31,24
3.7890625,31,24
3.79296875,31,24
3.796875,31,24
3.80078125,31,24
3.8046875,31,24
3.80859375,31,24
3.8125,31,24
3.81640625,31,25
3.8203125,31,24
3.82421875,31,24
3.828125,31,25
3.83203125,31,24
3.8359375,32,24
3.83984375,32,24
3.84375,32,24
3.84765625,32,24
3.8515625,33,24
3.85546875,33,24
3.859375,33,24
3.86328125,33,24
3.8671875,33,24
3.87109375,34,24
3.875,34,24
3.87890625,34,24
3.8828125,33,24
3.88671875,34,24
3.890625,33,24
3.89453125,33,24
3.8984375,33,24
3.90234375,33,24
3.90625,33,24
3.91015625,33,24
3.9140625,33,24
3.91796875,34,25
3.921875,34,24
3.92578125,34,24
3.9296875,34,25
3.93359375,34,25
3.9375,34,24
3.94140625,35,24
3.9453125,35,24
3.94921875,35,24
3.953125,35,24
3.95703125,35,24
3.9609375,35,24
3.96484375,35,24
3.96875,35,24
3.97265625,35,24
3.9765625,35,24
3.98046875,36,24
3.984375,36,24
3.98828125,36,24
3.9921875,36,24
3.99609375,36,24
4.0,37,24
4.00390625,37,24
4.0078125,37,24
4.01171875,37,24
4.015625,37,24
4.01953125,37,24
4.0234375,38,24
4.02734375,38,24
4.03125,38,25
4.03515625,38,25
4.0390625,38,24
4.04296875,38,24
4.046875,38,24
4.05078125,39,24
4.0546875,39,24
4.05859375,39,24
4.0625,40,24
4.06640625,40,24
4.0703125,41,24
4.07421875,41,24
4.078125,41,24
4.08203125,42,24
4.0859375,42,24
4.08984375,43,24
4.09375,43,24
4.09765625,43,24
4.1015625,44,24
4.10546875,44,24
4.109375,44,24
4.11328125,45,24
4.1171875,46,24
4.12109375,46,24
4.125,47,24
4.12890625,48,24
4.1328125,49,25
4.13671875,50,24
4.140625,51,24
4.14453125,52,24
4.1484375,53,24
4.15234375,54,24
4.15625,55,24
4.16015625,55,24
4.1640625,57,24
4.16796875,58,24
4.171875,60,24
4.17578125,61,24
4.1796875,62,24
4.18359375,63,24
4.1875,64,23
4.19140625,64,23
4.1953125,64,24
4.19921875,65,24
4.203125,66,24
4.20703125,66,24
4.2109375,66,24
4.21484375,67,24
4.21875,68,24
4.22265625,69,24
4.2265625,69,24
4.23046875,69,25
4.234375,70,25
4.23828125,70,24
4.2421875,71,24
4.24609375,71,25
4.25,71,25
4.25390625,72,24
4.2578125,72,24
4.26171875,72,25
4.265625,73,25
4.26953125,73,24
4.2734375,74,24
4.27734375,74,24
4.28125,74,25
4.28515625,74,25
4.2890625,75,24
4.29296875,75,24
4.296875,75,25
4.30078125,75,24
4.3046875,76,24
4.30859375,76,24
4.3125,77,24
4.31640625,77,25
4.3203125,77,24
4.32421875,77,24
4.328125,76,24
4.33203125,77,24
4.3359375,77,24
4.33984375,77,24
4.34375,77,24
4.34765625,77,24
4.3515625,78,24
4.35546875,78,24
4.359375,78,24
4.36328125,78,24
4.3671875,78,24
4.37109375,78,24
4.375,79,24
4.37890625,78,24
4.3828125,78,24
4.38671875,79,24
4.390625,79,24
4.39453125,78,24
4.3984375,79,24
4.40234375,79,24
4.40625,79,24
4.41015625,79,24
4.4140625,79,24
4.41796875,80,24
4.421875,80,24
4.42578125,80,24
4.4296875,80,24
4.43359375,80,24
4.4375,80,24
4.44140625,80,24
4.4453125,80,25
4.44921875,80,25
4.453125,80,25
4.45703125,80,26
4.4609375,80,26
4.46484375,80,27
4.46875,80,28
4.47265625,80,28
4.4765625,80,29
4.48046875,79,31
4.484375,80,32
4.48828125,80,33
4.4921875,80,35
4.49609375,80,37
4.5,80,39
4.50390625,81,41
4.5078125,81,43
4.51171875,81,45
4.515625,81,47
4.51953125,81,49
4.5234375,81,50
4.52734375,80,52
4.53125,80,55
4.53515625,81,57
4.5390625,81,59
4.54296875,81,61
4.546875,81,64
4.55078125,81,66
4.5546875,81,69
4.55859375,81,72
4.5625,80,75
4.56640625,80,79
4.5703125,80,82
4.57421875,81,86
4.578125,81,89
4.58203125,81,91
4.5859375,81,93
4.58984375,82,94
4.59375,81,95
4.59765625,81,97
4.6015625,81,99
4.60546875,81,102
4.609375,81,106
4.61328125,81,111
4.6171875,81,116
4.62109375,82,119
4.625,82,122
4.62890625,81,124
4.6328125,81,124
4.63671875,81,124
4.640625,81,124
4.64453125,80,125
4.6484375,80,126
4.65234375,80,128
4.65625,80,130
4.66015625,80,132
4.6640625,81,134
4.66796875,81,135
4.671875,81,135
4.67578125,80,135
4.6796875,80,135
4.68359375,80,135
4.6875,80,135
4.69140625,80,136
4.6953125,80,138
4.69921875,80,139
4.703125,81,140
4.70703125,81,141
4.7109375,80,141
4.71484375,80,141
4.71875,81,140
4.72265625,80,140
4.7265625,80,141
4.73046875,80,142
4.734375,80,143
4.73828125,80,144
4.7421875,80,145
4.74609375,80,146
4.75,79,146
4.75390625,80,145
4.7578125,79,146
4.76171875,79,147
4.765625,79,148
4.76953125,80,148
4.7734375,80,149
4.77734375,80,150
4.78125,80,150
4.78515625,80,150
4.7890625,79,149
4.79296875,79,149
4.796875,79,149
4.80078125,79,150
4.8046875,79,150
4.80859375,79,151
4.8125,79,152
4.81640625,79,153
4.8203125,79,153
4.82421875,78,153
4.828125,78,153
4.83203125,78,153
4.8359375,78,152
4.83984375,78,152
4.84375,78,152
4.84765625,79,153
4.8515625,79,153
4.85546875,79,153
4.859375,79,153
4.86328125,79,153
4.8671875,79,153
4.87109375,79,153
4.875,78,153
4.87890625,78,154
4.8828125,78,154
4.88671875,78,154
4.890625,78,155
4.89453125,78,155
4.8984375,78,155
4.90234375,78,155
4.90625,78,155
4.91015625,77,155
4.9140625,77,156
4.91796875,78,156
4.921875,77,155
4.92578125,76,156
4.9296875,77,156
4.93359375,77,156
4.9375,77,156
4.94140625,77,155
4.9453125,77,156
4.94921875,77,156
4.953125,78,155
4.95703125,78,155
4.9609375,78,156
4.96484375,78,157
4.96875,78,157
4.97265625,78,157
4.9765625,78,157
4.98046875,78,158
4.984375,78,158
4.98828125,78,157
4.9921875,77,157
4.99609375,77,158
5.0,76,158
5.00390625,76,158
5.0078125,76,159
5.01171875,76,159
5.015625,76,160
5.01953125,76,160
5.0234375,76,160
5.02734375,76,159
5.03125,76,159
5.03515625,77,159
5.0390625,77,158
5.04296875,76,159
5.046875,76,159
5.05078125,76,160
5.0546875,76,160
5.05859375,76,160
5.0625,76,161
5.06640625,76,161
5.0703125,76,161
5.07421875,76,161
5.078125,76,161
5.08203125,75,161
5.0859375,76,160
5.08984375,75,160
5.09375,75,160
5.09765625,75,161
5.1015625,75,161
5.10546875,75,161
5.109375,74,161
5.11328125,74,161
5.1171875,74,162
5.12109375,74,162
5.125,73,162
5.12890625,73,163
5.1328125,72,163
5.13671875,72,163
5.140625,72,163
5.14453125,72,163
5.1484375,72,163
5.15234375,72,162
5.15625,72,162
5.16015625,72,162
5.1640625,72,162
5.16796875,72,162
5.171875,72,162
5.17578125,72,162
5.1796875,72,162
5.18359375,71,162
5.1875,71,162
5.19140625,71,162
5.1953125,71,163
5.19921875,70,163
5.203125,71,164
5.20703125,70,164
5.2109375,70,164
5.21484375,70,164
5.21875,70,164
5.22265625,70,163
5.2265625,69,163
5.23046875,69,163
5.234375,69,163
5.23828125,69,163
5.2421875,69,163
5.24609375,69,164
5.25,69,164
5.25390625,70,164
5.2578125,70,164
5.26171875,69,164
5.265625,69,165
5.26953125,69,164
5.2734375,69,165
5.27734375,69,165
5.28125,69,165
5.28515625,69,165
5.2890625,69,164
5.29296875,69,165
5.296875,69,165
5.30078125,69,165
5.3046875,68,165
5.30859375,68,165
5.3125,67,165
5.31640625,66,166
5.3203125,66,165
5.32421875,66,165
5.328125,65,165
5.33203125,65,165
5.3359375,66,164
5.33984375,65,164
5.34375,65,164
5.34765625,65,164
5.3515625,65,164
5.35546875,64,165
5.359375,64,165
5.36328125,64,166
5.3671875,63,166
5.37109375,64,166
5.375,63,167
5.37890625,63,167
5.3828125,63,167
5.38671875,64,166
5.390625,64,166
5.39453125,63,166
5.3984375,63,166
5.40234375,64,166
5.40625,63,166
5.41015625,63,166
5.4140625,63,167
5.41796875,63,167
5.421875,64,166
5.42578125,64,166
5.4296875,63,167
5.43359375,62,167
5.4375,62,167
5.44140625,62,168
5.4453125,61,168
5.44921875,61,169
5.453125,61,169
5.45703125,61,169
5.4609375,61,169
5.46484375,61,169
5.46875,61,169
5.47265625,61,168
5.4765625,61,168
5.48046875,60,168
5.484375,60,168
5.48828125,61,168
5.4921875,60,167
5.49609375,60,168
5.5,60,168
5.50390625,60,168
5.5078125,60,168
5.51171875,60,168
5.515625,60,169
5.51953125,60,168
5.5234375,60,168
5.52734375,60,168
5.53125,61,168
5.53515625,61,168
5.5390625,61,168
5.54296875,60,168
5.546875,60,168
5.55078125,60,168
5.5546875,60,168
5.55859375,60,168
5.5625,59,168
5.56640625,59,168
5.5703125,59,168
5.57421875,59,168
5.578125,59,168
5.58203125,59,168
5.5859375,59,168
5.58984375,59,168
5.59375,59,168
